text,label,language,confidence_score
Law enforcement required for shooting at the Main Factory,Police,english,0.9
Fire response required for kitchen fire at an Apartment building,Fire Force,english,0.9
Police assistance required for riot at the Gas Station,Police,english,0.98
Someone is having heart attack at Main Road,Medical/Hospital,afaan_oromo,0.88
Police needed immediately for armed robbery at the local Pharmacy,Police,english,0.91
"URGENT: vehicle fire reported at Main Road, send fire department",Fire Force,english,0.98
Hazardous situation: explosion at a compound,Fire Force,english,0.99
Medical emergency: severe bleeding reported at the Bank,Medical/Hospital,afaan_oromo,0.84
Emergency: theft occurring at a residential building,Police,english,0.95
Call police: harassment happening at a local house right now,Police,english,0.89
Emergency: brush fire occurring at a compound,Fire Force,english,0.91
"Report of carjacking at Kebele 02, police dispatched",Police,english,0.9
Smoke reported: gas leak at Piazza,Fire Force,english,0.95
"Active armed robbery at the Bridge, need backup",Police,english,0.97
Law enforcement required for pickpocketing at a family home,Police,english,0.89
Police assistance required for vandalism at Kebele 08,Police,english,0.83
Emergency! chest pain at the Police Station,Medical/Hospital,english,0.91
Medical emergency: poisoning reported at the Bridge,Medical/Hospital,english,0.95
"URGENT: hypothermia at the Fire Station, send paramedics",Medical/Hospital,english,0.88
Emergency! overdose at Bus Terminal,Medical/Hospital,english,0.95
Help! robbery at the Roundabout,Police,english,0.94
"Person experiencing respiratory distress at the Gas Station, need ambulance",Medical/Hospital,english,0.86
"Person experiencing unconscious person at the Fire Station, need ambulance",Medical/Hospital,amharic,0.86
"burn victim reported at the shopping mall, send medical help",Medical/Hospital,english,0.93
"Critical: transformer fire at the Restaurant, multiple units needed",Fire Force,afaan_oromo,0.88
Fire alarm: chemical fire at Atlas area,Fire Force,english,0.99
Structure fire: attic fire at the Bank,Fire Force,english,0.94
Security incident: car theft at Train Station,Police,english,0.91
Emergency: balcony fire occurring at Piazza,Fire Force,amharic,0.88
"Patient with burn injury at Mexico Square, requires hospital transport",Medical/Hospital,english,0.91
Smoke reported: brush fire at Atlas area,Fire Force,english,0.95
Police emergency: riot at the Restaurant,Police,english,0.95
Police emergency: harassment at the Police Station,Police,afaan_oromo,0.83
Crime alert: mugging at the Hospital gate,Police,english,0.88
Emergency medical assistance needed for heat stroke at Mexico Square,Medical/Hospital,english,0.85
Police needed immediately for car theft at the Mosque,Police,english,0.92
Medical crisis: diabetic emergency at Kebele 02,Medical/Hospital,english,0.85
"URGENT: choking incident at the Office, send paramedics",Medical/Hospital,english,0.98
"Critical: confined space rescue at the Mosque, multiple units needed",Fire Force,amharic,0.92
Structure fire: fuel spill at Mexico Square,Fire Force,english,0.86
Need doctor for diabetic emergency at the Office immediately,Medical/Hospital,english,0.91
Flames visible: wildfire at CMC Condominium,Fire Force,english,0.95
"Critical: burn victim at Bus Terminal, need doctor",Medical/Hospital,amharic,0.89
"URGENT: apartment fire reported at Mexico Square, send fire department",Fire Force,english,0.96
Emergency medical assistance needed for chest pain at a local house,Medical/Hospital,english,0.97
Help! drug dealing at the Main Factory,Police,english,0.96
Help! collapsed person occurring at a shared house,Medical/Hospital,english,0.97
Help! trespassing at Bus Terminal,Police,english,0.87
"URGENT: poisoning at the Main Factory, send paramedics",Medical/Hospital,english,0.89
Emergency! burn injury at an Apartment building,Medical/Hospital,english,0.88
Someone is having eye injury at the shopping mall,Medical/Hospital,english,0.87
Structure fire: brush fire at my Home,Fire Force,amharic,0.88
Law enforcement required for trespassing at Bole Road,Police,english,0.89
"home invasion in progress at the University campus, police needed",Police,english,0.9
Help! suspicious person at the Bank,Police,english,0.87
"Active break-in at Piazza, need backup",Police,afaan_oromo,0.89
Smoke reported: chemical fire at the Office,Fire Force,english,0.99
"Report of unconscious person at the construction site, medical team required",Medical/Hospital,english,0.92
Police emergency: armed robbery at Summit,Police,english,0.99
"Report of carbon monoxide alarm at the School, fire trucks needed",Fire Force,english,0.86
"URGENT: pickpocketing reported at the Main Factory, send officers",Police,english,0.94
Crime alert: home invasion at Kebele 04,Police,english,0.97
"Patient with head injury at a shared house, requires hospital transport",Medical/Hospital,amharic,0.87
"Report of electrical fire at Kebele 06, fire trucks needed",Fire Force,english,0.92
Security incident: stolen vehicle at the Bank,Police,english,0.86
Help! armed robbery at Sarbet,Police,english,0.99
Flames visible: apartment fire at Piazza,Fire Force,english,0.9
"Witnessed suspicious person at Kebele 08, send police",Police,english,0.87
Law enforcement required for theft at Central Bank,Police,english,0.89
Help! stolen vehicle at the shopping mall,Police,english,0.94
Need doctor for stroke at the Gas Station immediately,Medical/Hospital,english,0.94
Person suffering from unconscious person at Kebele 06,Medical/Hospital,english,0.97
Emergency: house fire occurring at Kebele 06,Fire Force,amharic,0.93
Ambulance needed immediately for animal bite at the Office,Medical/Hospital,english,0.85
"Active stolen vehicle at Bus Terminal, need backup",Police,english,0.94
Flames visible: attic fire at Kebele 06,Fire Force,english,0.92
"Report of burn victim at the shopping mall, medical team required",Medical/Hospital,english,0.92
Fire alarm: confined space rescue at a local house,Fire Force,english,0.92
Law enforcement required for harassment at the Office,Police,amharic,0.83
Security incident: break-in at the Roundabout,Police,english,0.9
Emergency medical assistance needed for stroke at the Mosque,Medical/Hospital,english,0.92
"Critical: explosion at Summit, multiple units needed",Fire Force,english,0.96
Call firefighters: confined space rescue at the Main Factory,Fire Force,english,0.93
"structure fire at Bus Terminal, immediate fire response required",Fire Force,english,0.95
"break-in at the Hotel, immediate police response needed",Police,english,0.93
Flames visible: chimney fire at the Park,Fire Force,english,0.85
Question: test message,Other,english,0.96
"Report of transformer fire at CMC Condominium, fire trucks needed",Fire Force,english,0.92
Ambulance needed immediately for heart attack at the School,Medical/Hospital,english,0.97
"Report of broken leg at the University campus, medical team required",Medical/Hospital,amharic,0.88
Help! fight at Bole Road,Police,english,0.88
Fire alarm: kitchen fire at the University campus,Fire Force,english,0.89
"Report of drug dealing at the Police Station, police dispatched",Police,english,0.94
Medical emergency: electric shock reported at the Bridge,Medical/Hospital,english,0.96
Police needed immediately for assault at a private residence,Police,english,0.87
"URGENT: diabetic emergency at a villa, send paramedics",Medical/Hospital,english,0.9
Police emergency: shooting at Kebele 02,Police,english,0.98
"Critical: explosion at Summit, multiple units needed",Fire Force,english,0.99
"Critical: breathing difficulty at Kebele 08, need doctor",Medical/Hospital,afaan_oromo,0.83
Emergency! electric shock at Gerji,Medical/Hospital,amharic,0.84
"URGENT: brush fire reported at Kebele 02, send fire department",Fire Force,english,0.9
Police needed immediately for car theft at Kebele 06,Police,english,0.97
"stabbing in progress at the Hospital gate, police needed",Police,english,0.95
Emergency medical assistance needed for heat stroke at the Roundabout,Medical/Hospital,english,0.92
Need doctor for allergic reaction at Kebele 06 immediately,Medical/Hospital,english,0.91
Security incident: trespassing at Summit,Police,english,0.82
Help! animal bite occurring at Main Road,Medical/Hospital,english,0.89
Police assistance required for armed robbery at the Main Factory,Police,english,0.99
Help! house fire at the construction site,Fire Force,english,0.97
"Report of apartment fire at the Bank, fire trucks needed",Fire Force,english,0.99
Flames visible: structure fire at a villa,Fire Force,english,0.98
"identity theft in progress at the Stadium, police needed",Police,english,0.82
Emergency: identity theft occurring at Gerji,Police,english,0.85
"stroke reported at Gerji, send medical help",Medical/Hospital,english,0.87
Quick is this working,Other,english,0.94
"stabbing at a local house, immediate police response needed",Police,english,0.93
"Hello, just curious",Other,english,0.96
Emergency: transformer fire occurring at Central Bank,Fire Force,english,0.96
Emergency: home invasion occurring at a shared house,Police,english,0.96
"Report of structure fire at the Park, fire trucks needed",Fire Force,amharic,0.9
Security incident: stabbing at a villa,Police,english,0.99
"Report of theft at the Church, police dispatched",Police,english,0.87
"Report of kitchen fire at Atlas area, fire trucks needed",Fire Force,afaan_oromo,0.85
This is a how are you,Other,english,0.91
"Report of broken leg at the Main Factory, medical team required",Medical/Hospital,english,0.85
"kidnapping at Kebele 04, immediate police response needed",Police,amharic,0.86
Crime alert: domestic dispute at a dormitory,Police,english,0.83
"Report of severe bleeding at the Mosque, medical team required",Medical/Hospital,amharic,0.93
"Critical: burn victim at a private residence, need doctor",Medical/Hospital,amharic,0.92
Fire emergency: vehicle fire at the Main Factory,Fire Force,english,0.98
Help! domestic dispute at Adama Market,Police,afaan_oromo,0.82
Crime alert: fraud at the School,Police,english,0.85
Ambulance needed immediately for drowning incident at the shopping mall,Medical/Hospital,english,0.93
Police emergency: identity theft at the Church,Police,english,0.91
Security incident: home invasion at a dormitory,Police,english,0.98
"Person experiencing animal bite at the construction site, need ambulance",Medical/Hospital,english,0.9
Medical crisis: breathing difficulty at Adama Market,Medical/Hospital,english,0.91
Emergency: fight occurring at Sarbet,Police,amharic,0.85
"Report of explosion at the Mosque, fire trucks needed",Fire Force,english,0.95
"Report of house fire at a dormitory, fire trucks needed",Fire Force,english,0.96
