text,label,language,confidence_score
Need firefighters at Bus Terminal for electrical sparks,Fire Force,amharic,
Emergency! Send fire truck to the Office - brush fire.,Fire Force,,
Hello is anyone there?,Other,,
Police emergency! harassment at Piazza.,Police,,
There is assault happening at Sarbet.,Police,,
Need firefighters at Bus Terminal for brush fire,Fire Force,afaan_oromo,
Emergency! breathing difficulty at Central Bank,Medical/Hospital,afaan_oromo,
"Hello No emergency, just hello thanks",Other,,
Hi Just testing the app please,Other,,
እርዳታ ያስፈልገኛል በTrain Station,Police,amharic,
Reporting chemical fire at the University campus.,Fire Force,,
Need ambulance at Kazanchis - seizure,Medical/Hospital,afaan_oromo,
Emergency! There is smoke coming from the roof happening at the Stadium.,Fire Force,,
Checking in - system test,Other,,
Need police at Mexico Square for shooting,Police,amharic,
ልቤ ይታመማል በMexico Square,Medical/Hospital,amharic,
Officer required at Summit: stolen goods,Police,amharic,
Reporting riot at Mexico Square,Police,,0.8
"Kitchen fire, burn victim at University campus",Fire Force,,0.58
Reporting animal bite at my Home.,Medical/Hospital,,
Emergency! Reporting riot at CMC Condominium.,Police,,
Need ambulance at Kebele 02 - burn victim,Medical/Hospital,,0.92
URGENT police response needed: violent fight at Adama Market.,Police,,
Emergency! Officer required at Kebele 04: stabbing.,Police,,
URGENT: heavy bleeding at the Central Bank.,Medical/Hospital,,
Police emergency! thief at an Apartment building.,Police,,
"How to use this, thanks",Other,,
Please send paramedics to Adama Market: car accident with injuries,Medical/Hospital,amharic,
Fire emergency at Adama General Hospital - fire,Fire Force,amharic,
"Please send the fire force to the Central Bank, there is thick smoke.",Fire Force,,
"Hi, good morning",Other,,
"Hey Hi, how to use this",Other,,
Reporting robbery at Piazza,Police,afaan_oromo,
አደጋ ደረሰ በAdama General Hospital,Police,amharic,
Emergency! Need an ambulance at an Apartment building - several injured people.,Medical/Hospital,,
Emergency! Send fire truck to Gerji - chemical fire.,Fire Force,,
Emergency! Please send paramedics to Summit: poisoning.,Medical/Hospital,,
"No emergency, just hello?",Other,,
Medical emergency at Main Road: stroke,Medical/Hospital,amharic,
Is anyone there,Other,,
Send police to Kebele 02 - violent fight in progress,Police,amharic,
Need police at Piazza for kidnapping attempt,Police,,0.97
Hi how to use this please,Other,,
Officer required at Summit: domestic dispute,Police,amharic,
URGENT: burn victim at an Apartment building.,Medical/Hospital,,
Emergency! fire on the balcony at Fire Station,Fire Force,afaan_oromo,
There is a person with head injury at the High School.,Medical/Hospital,,
Police emergency! stolen goods at Bole Road.,Police,,
Hello This is how to use this please,Other,,
Medical emergency! poisoning at the University campus.,Medical/Hospital,,
Need ambulance at Bus Terminal - heart attack,Medical/Hospital,amharic,
Emergency! huge flames at the construction site.,Fire Force,,
Reporting harassment at Central Bank,Police,amharic,
Police emergency! kidnapping attempt at Bole Road.,Police,,
Emergency! Please send police to Kazanchis for drug dealing.,Police,,
Need firefighters at Mexico Square for transformer fire,Fire Force,,0.53
Checking in - hello,Other,,
Please send police to Adama Market for mugging.,Police,,
Medical emergency at the Gas Station: fainting spell.,Medical/Hospital,,
Emergency! Someone has allergic reaction at Adama Market.,Medical/Hospital,,
እርዳታ ያስፈልገኛል በKazanchis,Police,amharic,
Emergency! broken leg at Adama General Hospital,Medical/Hospital,amharic,
Emergency! Someone has several injured people at Adama Market.,Medical/Hospital,,
Emergency! I see thick smoke at CMC Condominium.,Fire Force,,
Emergency! Send fire truck to an Apartment building - smoke coming from the roof.,Fire Force,,
Reporting smoke coming from the roof at Train Station,Fire Force,,0.89
Emergency! Send police immediately to Mexico Square - car theft in progress.,Police,,
Lapheen ni dhukkuba Bus Terminal,Police,afaan_oromo,
"Hello Hello, is anyone there thanks",Other,,
"Emergency! Please send the fire force to the Bus Terminal, there is fire on the balcony.",Fire Force,,
Person with poisoning at Kebele 02,Medical/Hospital,,0.68
Emergency! Send fire truck to the Bus Terminal - explosion.,Fire Force,,
"Fire in apartment, someone trapped at Central Bank",Fire Force,,0.56
Emergency! There is warehouse fire happening at Piazza.,Fire Force,,
Hey Quick question: testing the app please,Other,,
Emergency! Reporting mugging at Summit.,Police,,
Need firefighters at Adama Police Station for smoke coming from the roof,Fire Force,amharic,
Medical emergency at Adama Police Station: woman in labor,Medical/Hospital,,0.69
Need firefighters at Adama Police Station for fire in the basement,Fire Force,afaan_oromo,
URGENT: breathing difficulty at the Gas Station.,Medical/Hospital,,
Medical emergency at the main Factory: person who fell.,Medical/Hospital,,
Reporting violent fight at Central Bank,Police,,0.91
URGENT: unconscious person at Bole Road.,Medical/Hospital,,
Emergency! Reporting massive blaze at the Park.,Fire Force,,
Emergency! There is violent fight happening at Summit.,Police,,
Emergency! Need an ambulance at the Stadium - person who fell.,Medical/Hospital,,
"Emergency! Please send the fire force to Bole Road, there is burning smell.",Fire Force,,
How are you please,Other,,
Emergency! Send police immediately to Piazza - harassment in progress.,Police,,
Emergency medical assistance needed at the local Pharmacy for choking incident.,Medical/Hospital,,
Emergency! Help! kitchen fire at the Gas Station!,Fire Force,,
Police emergency! stolen goods at Piazza,Police,amharic,
Reporting collapsed person at the Main Road.,Medical/Hospital,,
Police emergency! shooting at Mexico Square,Police,afaan_oromo,
Emergency! Reporting massive blaze at the University campus.,Fire Force,,
Officer required at Main Road: assault,Police,,0.92
Officer required at Gerji: violent fight,Police,afaan_oromo,
Emergency! There is fire in the basement happening at the Bus Terminal.,Fire Force,,
"Hey time check, thanks please",Other,,
Person with unconscious at Kebele 02,Medical/Hospital,amharic,
Reporting stabbing at Kazanchis.,Police,,
Emergency! Send police immediately to the main Factory - violent fight in progress.,Police,,
Domestic violence with injuries at Piazza,Police,,0.68
Someone has poisoning at Piazza.,Medical/Hospital,,
Emergency! Reporting breathing difficulty at the University campus.,Medical/Hospital,,
Police emergency! riot at an Apartment building,Police,,0.97
Reporting car theft at Piazza,Police,afaan_oromo,
Emergency! There is stabbing happening at the local Pharmacy.,Police,,
Emergency! There is transformer fire happening at my Home.,Fire Force,,
Police emergency! stabbing at Atlas area,Police,,0.86
Emergency! Reporting poisoning at the Main Road.,Medical/Hospital,,
Send fire truck to Fire Station: warehouse fire,Fire Force,afaan_oromo,
"Emergency! Please send the fire force to the construction site, there is flames spreading.",Fire Force,,
Hafuura baafachuu dadhabe Kebele 04,Fire Force,afaan_oromo,
Emergency! heart attack at Gas Station,Medical/Hospital,afaan_oromo,
Emergency! smoke coming from the roof at Summit,Fire Force,,0.79
Reporting suspicious person at Mexico Square,Police,,0.87
Emergency! Someone has person not breathing at a back alley.,Medical/Hospital,,
Need ambulance at Mexico Square - broken leg,Medical/Hospital,amharic,
Reporting warehouse fire at construction site,Fire Force,amharic,
Hatte construction site,Police,afaan_oromo,
Need firefighters at Bus Terminal for huge flames,Fire Force,,0.91
Emergency! There is a person with several injured people at Kebele 02.,Medical/Hospital,,
Reporting something burning at Kebele 04,Fire Force,,0.95
Reporting smoke coming from the roof at the Office,Fire Force,afaan_oromo,
Need firefighters at Adama General Hospital for warehouse fire,Fire Force,,0.88
Emergency! seizure at Mexico Square,Medical/Hospital,afaan_oromo,
Emergency! Someone has head injury at Kebele 02.,Medical/Hospital,,
Emergency medical assistance needed at Piazza for stroke.,Medical/Hospital,,
Emergency! Reporting breathing difficulty at the High School.,Medical/Hospital,,
Emergency! Please send police to Gerji for vandalism.,Police,,
Officer required at the Office: violent fight.,Police,,
Please send paramedics to an Apartment building: allergic reaction.,Medical/Hospital,,
Need ambulance at an Apartment building - overdose,Medical/Hospital,,0.96
Officer required at Kebele 04: suspicious person,Police,,0.91
Hi Just hello?,Other,,
Person with overdose at Kazanchis,Medical/Hospital,afaan_oromo,
"Emergency! Please send the fire force to an Apartment building, there is warehouse fire.",Fire Force,,
Officer required at Train Station: suspicious person,Police,afaan_oromo,
Send police to Mexico Square - stolen goods in progress,Police,amharic,
Send fire truck to Kebele 04: kitchen fire,Fire Force,amharic,
Emergency! Need firefighters at the shopping mall for fire on the balcony.,Fire Force,,
Emergency! Please send police to the shopping mall for robbery.,Police,,
Police emergency! violent fight at Gerji.,Police,,
"Hi, general question",Other,,
Need firefighters at shopping mall for thick smoke,Fire Force,amharic,
አደጋ ደረሰ በconstruction site,Medical/Hospital,amharic,
"Hello Hello, how to use this thanks",Other,,
URGENT police response needed: suspicious person at the University campus.,Police,,
Emergency medical assistance needed at Bole Road for choking incident.,Medical/Hospital,,
Emergency! smoke coming from the roof at Kebele 02,Fire Force,amharic,
Medical emergency at Gerji: overdose.,Medical/Hospital,,
Need ambulance at Gerji - head injury,Medical/Hospital,,0.97
Reporting stolen goods at an Apartment building,Police,,0.93
Witnessed domestic dispute at the local Pharmacy.,Police,,
Medical emergency at Kazanchis: breathing difficulty.,Medical/Hospital,,
Send police to Summit - riot in progress,Police,afaan_oromo,
There is thick smoke happening at Adama Market.,Fire Force,,
Medical emergency at Mexico Square: head injury.,Medical/Hospital,,
"No emergency, just how to use this",Other,,
Send fire truck to Adama General Hospital: chemical fire,Fire Force,amharic,
Please send paramedics to an Apartment building: fainting,Medical/Hospital,amharic,
Hey Checking in - how to use this thanks,Other,,
Emergency! Someone has burn victim at Gerji.,Medical/Hospital,,
Medical emergency at Adama Market: heart attack.,Medical/Hospital,,
"Hello, just checking please",Other,,
Medical emergency at Kebele 02: poisoning,Medical/Hospital,,0.73
"Hi thank you, thanks please",Other,,
Please send paramedics to CMC Condominium: seizure,Medical/Hospital,afaan_oromo,
Emergency! warehouse fire at Train Station,Fire Force,afaan_oromo,
"Emergency! Please send the fire force to the High School, there is gas leak.",Fire Force,,
"Emergency! Please send the fire force to the Stadium, there is brush fire.",Fire Force,,
Emergency! brush fire at my Home.,Fire Force,,
Police emergency! violent fight at Central Bank,Police,,0.86
Need ambulance at the Office - unconscious,Medical/Hospital,amharic,
ልቤ ይታመማል በan Apartment building,Medical/Hospital,amharic,
Need firefighters at Gerji for burning smell,Fire Force,amharic,
Medical emergency! fainting spell at CMC Condominium.,Medical/Hospital,,
Officer required at the shopping mall: violent fight.,Police,,
Emergency! bleeding at CMC Condominium,Medical/Hospital,amharic,
Emergency! inferno at Piazza,Fire Force,afaan_oromo,
Emergency! choking at Bus Terminal,Medical/Hospital,amharic,
Emergency! overdose at High School,Medical/Hospital,,0.95
Emergency! Need firefighters at Bole Road for transformer fire.,Fire Force,,
"Hey Hi, hello world please",Other,,
Emergency! Please send paramedics to the Hospital gate: person not breathing.,Medical/Hospital,,
Emergency! allergic reaction at Main Road,Medical/Hospital,afaan_oromo,
"Please send the fire force to the Main Road, there is gas leak.",Fire Force,,
URGENT: seizure at an Apartment building.,Medical/Hospital,,
Emergency! Send fire truck to the Central Bank - chemical fire.,Fire Force,,
URGENT: stroke at a back alley.,Medical/Hospital,,
Please send paramedics to the Train Station: overdose.,Medical/Hospital,,
Checking in - testing the app,Other,,
Quick question: is anyone there,Other,,
Need firefighters at Adama Market for kitchen fire,Fire Force,afaan_oromo,
Emergency! warehouse fire at an Apartment building,Fire Force,amharic,
