text,label,language,confidence_score
I think I see something suspicious at the University campus,Police,english,0.56
Terrorist attack causing fire and casualties at the Main Factory,Police,english,0.52
"Shots fired, active shooter situation at the business district",Police,english,0.91
Aarii baay'ee jira Staadiyamii,Fire Force,afaan_oromo,0.73
"Chemical facility fire, hazardous materials involved at Atlas area",Fire Force,english,0.99
Gas main break with strong odor throughout area at the city center,Fire Force,english,0.91
የህዝብ ጸጥታ ችግር አለ በዋና መንገድ,Police,amharic,0.82
Poolisii ariifachiisaa Piazza,Police,afaan_oromo,0.71
Protestors burning vehicles at the commercial district,Police,english,0.6
"Chemical facility fire, hazardous materials involved at the shopping mall",Fire Force,english,0.95
"Unconscious person not breathing, cardiac arrest at Bus Terminal",Medical/Hospital,english,0.98
Gaasiin yaa'a jira Kebele 02,Fire Force,afaan_oromo,0.78
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በፓርክ,Police,amharic,0.86
Arson suspect caught on fire at a family home,Police,english,0.57
ፖሊስ በአስቸኳይ ይላኩ በቀበሌ 04,Police,amharic,0.75
"Building explosion, multiple casualties at the commercial district",Fire Force,english,0.63
Terrorist attack causing fire and casualties at the Main Factory,Police,english,0.52
Just checking if the system works,Other,english,0.9
"Carjacking occurring right now, suspect armed at the business district",Police,english,0.9
Ibiddi bubba'e jira Kebele 02,Fire Force,afaan_oromo,0.85
"Apartment fire, people trapped inside at Mexico Square",Fire Force,english,0.65
Gas main break with strong odor throughout area at a private residence,Fire Force,english,0.94
House fire with smoke inhalation victims at CMC Condominium,Fire Force,english,0.64
Gaasiin yaa'a jira Buufata Otobisii,Fire Force,afaan_oromo,0.74
Waan hatamuun uumame Adama Gandaa,Police,afaan_oromo,0.79
የህክምና ድንገተኛ ሁኔታ ተከስቷል በማዕከላዊ ባንክ,Medical/Hospital,amharic,0.75
ቤት ውስጥ እሳት ተነስቷል በዋና መንገድ,Fire Force,amharic,0.71
"Child choking, immediate medical intervention needed at Mexico Square",Medical/Hospital,english,0.98
Ibiddi bubba'e jira Paarkii,Fire Force,afaan_oromo,0.79
"Chemical facility fire, hazardous materials involved at Kebele 04",Fire Force,english,0.92
Aarii baay'ee jira Kebele 04,Fire Force,afaan_oromo,0.78
"Burglary in progress, suspect inside building at the city center",Police,english,0.89
Just checking if the system works,Other,english,0.95
"Chemical facility fire, hazardous materials involved at Bus Terminal",Fire Force,english,0.93
Demonstration mode active,Other,english,0.9
Ibiddi bubba'e jira Kebele 04,Fire Force,afaan_oromo,0.87
"Officer needs backup, suspect resisting at Train Station",Police,english,0.93
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በፒያሳ,Police,amharic,0.8
"Industrial fire with toxic smoke, evacuate area at the commercial district",Fire Force,english,0.95
I think I see something suspicious at Atlas area,Police,english,0.56
"Riot with multiple offenders, public safety risk at the marketplace",Police,english,0.89
Ambulaansii ariifachiisaa Kebele 04,Medical/Hospital,afaan_oromo,0.85
Dhibee fayyaa cimaa uumame Kebele 04,Medical/Hospital,afaan_oromo,0.82
Not sure but someone looks sick at a local house,Medical/Hospital,english,0.45
Car crash with fire and suspected DUI at Kebele 02,Fire Force,english,0.58
Namni hame ta'e jira Adama Gandaa,Police,afaan_oromo,0.83
Multi-vehicle accident with fire on highway at Gerji,Fire Force,english,0.89
Domestic violence incident with active assault at the University campus,Police,english,0.97
Ijaarsi ibidda jala jira Buufata Baabura,Fire Force,afaan_oromo,0.83
"Something burning maybe, please check at CMC Condominium",Fire Force,english,0.48
"Person with allergic reaction, throat swelling, anaphylaxis at an Apartment building",Medical/Hospital,english,0.91
የወንጀል ክስተት ተከስቷል በማዕከላዊ ባንክ,Police,amharic,0.82
Riot with fires set to buildings at an Apartment building,Police,english,0.61
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በፓርክ,Police,amharic,0.77
Demonstration mode active,Other,english,0.89
Namni hame ta'e jira Adama Gandaa,Police,afaan_oromo,0.8
ቤት ውስጥ እሳት ተነስቷል በሲኤምሲ,Fire Force,amharic,0.86
"A stabbing occurred, victim is bleeding heavily at the marketplace",Medical/Hospital,english,0.62
"Unconscious person not breathing, cardiac arrest at Adama Market",Medical/Hospital,english,0.95
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በባቡር ጣቢያ,Fire Force,amharic,0.73
"Carjacking occurring right now, suspect armed at an Apartment building",Police,english,0.96
የህክምና ድንገተኛ ሁኔታ ተከስቷል በቀበሌ 04,Medical/Hospital,amharic,0.75
"No emergency, just a test message",Other,english,0.91
"Violent attack, victim unconscious and bleeding at Piazza",Medical/Hospital,english,0.6
Gas main break with strong odor throughout area at the business district,Fire Force,english,0.97
Rimeen uumame poolisii barbaada Baankii Qabxii,Police,afaan_oromo,0.8
"Violent attack, victim unconscious and bleeding at the Gas Station",Medical/Hospital,english,0.6
House fire with smoke inhalation victims at a local house,Fire Force,english,0.64
"Burglary in progress, suspect inside building at the business district",Police,english,0.92
Structure fire with visible flames from multiple windows at Main Road,Fire Force,english,0.96
Protestors burning vehicles at my Home,Police,english,0.6
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በማዕከላዊ ባንክ,Fire Force,amharic,0.86
"Major trauma with heavy bleeding, emergency transport required at Train Station",Medical/Hospital,english,0.94
"Major incident with fire, injuries, and crime scene at Kebele 02",Fire Force,english,0.55
"I hear someone crying for help, maybe injured at a local house",Medical/Hospital,english,0.59
"Possible smoke, but I'm not certain at a residential building",Fire Force,english,0.51
Ibiddi bubba'e jira Baankii Qabxii,Fire Force,afaan_oromo,0.86
Gaasiin yaa'a jira Buufata Baabura,Fire Force,afaan_oromo,0.87
Just checking if the system works,Other,english,0.95
ፖሊስ በአስቸኳይ ይላኩ በስታዲየም,Police,amharic,0.7
Practice report for training purposes,Other,english,0.96
የወንጀል ክስተት ተከስቷል በሲኤምሲ,Police,amharic,0.73
የወንጀል ክስተት ተከስቷል በቦሌ መንገድ,Police,amharic,0.83
Waan bala'aan uumame Staadiyamii,Police,afaan_oromo,0.8
"I smell something like smoke, not sure at Mexico Square",Fire Force,english,0.53
"Gas leak, people are unconscious at the Park",Fire Force,english,0.66
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በፒያሳ,Police,amharic,0.76
Demonstration mode active,Other,english,0.98
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በማዕከላዊ ባንክ,Fire Force,amharic,0.73
Waan hatamuun uumame Staadiyamii,Police,afaan_oromo,0.78
Just checking if the system works,Other,english,0.88
"Fight with weapons, people are injured at a local house",Medical/Hospital,english,0.59
"Simulation running, no action needed",Other,english,0.9
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በሲኤምሲ,Fire Force,amharic,0.74
Hospitaala nan barbaada Bole Daandii,Medical/Hospital,afaan_oromo,0.77
"Kidnapping witnessed, suspect fleeing scene at the commercial district",Police,english,0.99
"Active robbery in progress, armed suspect on premises at the Hospital gate",Police,english,0.88
I think I see something suspicious at Atlas area,Police,english,0.56
Not sure but better check this area at the University campus,Police,english,0.49
Protestors burning vehicles at a family home,Police,english,0.6
Rimeen uumame poolisii barbaada Daandii Guddaa,Police,afaan_oromo,0.84
"Officer needs backup, suspect resisting at Kebele 04",Police,english,0.97
Rimeen uumame poolisii barbaada Buufata Otobisii,Police,afaan_oromo,0.74
Terrorist attack causing fire and casualties at Kazanchis,Police,english,0.52
"Industrial fire with toxic smoke, evacuate area at Main Road",Fire Force,english,0.97
Criminal barricaded in burning building at Bus Terminal,Police,english,0.63
Hospitaala nan barbaada Bole Daandii,Medical/Hospital,afaan_oromo,0.88
"Person shot, multiple injuries reported at the Hospital gate",Medical/Hospital,english,0.58
Practice report for training purposes,Other,english,0.89
"Child choking, immediate medical intervention needed at the Office",Medical/Hospital,english,0.89
Ambulaansii ariifachiisaa Piazza,Medical/Hospital,afaan_oromo,0.77
ፖሊስ በአስቸኳይ ይላኩ በፒያሳ,Police,amharic,0.81
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በቦሌ መንገድ,Police,amharic,0.73
የወንጀል ክስተት ተከስቷል በአውቶቡስ ቴርሚናል,Police,amharic,0.71
Namni hame ta'e jira Adama Gandaa,Police,afaan_oromo,0.88
Demonstration mode active,Other,english,0.97
Just checking if the system works,Other,english,0.96
ቤት ውስጥ እሳት ተነስቷል በሲኤምሲ,Fire Force,amharic,0.71
Demonstration mode active,Other,english,0.88
"Testing the app, please ignore",Other,english,0.94
House fire with smoke inhalation victims at Bole Road,Fire Force,english,0.64
Just checking if the system works,Other,english,0.9
Hospitaala nan barbaada Paarkii,Medical/Hospital,afaan_oromo,0.75
Domestic violence incident with active assault at Kazanchis,Police,english,0.93
Multi-vehicle accident with fire on highway at CMC Condominium,Fire Force,english,0.98
Arson suspect caught on fire at Bus Terminal,Police,english,0.57
Demonstration mode active,Other,english,0.98
"Riot with multiple offenders, public safety risk at a private residence",Police,english,0.97
Not sure if it's a fire or something else at the construction site,Fire Force,english,0.48
Ibiddi bubba'e jira Kebele 02,Fire Force,afaan_oromo,0.82
Dhibee fayyaa cimaa uumame Buufata Otobisii,Medical/Hospital,afaan_oromo,0.87
"Testing the app, please ignore",Other,english,0.96
"Burglary in progress, suspect inside building at the shopping mall",Police,english,0.88
Waan bala'aan uumame Kebele 02,Police,afaan_oromo,0.82
I think I see something suspicious at Gerji,Police,english,0.62
"Active seizure, patient needs emergency medical care at the University campus",Medical/Hospital,english,0.95
Criminal barricaded in burning building at CMC Condominium,Police,english,0.63
"I heard something, might be trouble at a local house",Police,english,0.51
Not sure if it's a crime but looks wrong at Kebele 04,Police,english,0.47
"Active seizure, patient needs emergency medical care at Gerji",Medical/Hospital,english,0.97
Not sure but better check this area at the Office,Police,english,0.57
Manni ibidda bubba'e Staadiyamii,Fire Force,afaan_oromo,0.81
የድንገተኛ ህክምና ያስፈልጋል በዋና መንገድ,Medical/Hospital,amharic,0.87
"Major incident with fire, injuries, and crime scene at the business district",Fire Force,english,0.55
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በቦሌ መንገድ,Police,amharic,0.77
Ambulaansii ariifachiisaa Buufata Otobisii,Medical/Hospital,afaan_oromo,0.86
"Person shot, multiple injuries reported at the commercial district",Medical/Hospital,english,0.58
"Building explosion, multiple casualties at an Apartment building",Fire Force,english,0.63
"Child choking, immediate medical intervention needed at the commercial district",Medical/Hospital,english,0.94
Multi-vehicle accident with fire on highway at the marketplace,Fire Force,english,0.93
Not sure but someone looks sick at Bole Road,Medical/Hospital,english,0.57
"Sample message, disregard",Other,english,0.96
"Fight with weapons, people are injured at Atlas area",Medical/Hospital,english,0.59
Waan bala'aan uumame Paarkii,Police,afaan_oromo,0.83
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በቦሌ መንገድ,Fire Force,amharic,0.77
የህዝብ ጸጥታ ችግር አለ በአዳማ ገበያ,Police,amharic,0.71
"I think I see smoke, please verify at Bole Road",Fire Force,english,0.65
Ambulaansii ariifachiisaa Bole Daandii,Medical/Hospital,afaan_oromo,0.84
"Something burning maybe, please check at Gerji",Fire Force,english,0.52
Aarii baay'ee jira Baankii Qabxii,Fire Force,afaan_oromo,0.73
"I think I see smoke, please verify at Main Road",Fire Force,english,0.47
"Something burning maybe, please check at a family home",Fire Force,english,0.57
"Building explosion, multiple casualties at Sarbet",Fire Force,english,0.63
"Maybe a robbery, not certain at the Stadium",Police,english,0.62
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 02,Medical/Hospital,amharic,0.84
