text,label
Need firefighters at Adama Police Station for fire in the basement,Fire Force
URGENT: breathing difficulty at the Gas Station.,Medical/Hospital
Medical emergency at the main Factory: person who fell.,Medical/Hospital
Reporting violent fight at Central Bank,Police
URGENT: unconscious person at Bole Road.,Medical/Hospital
Emergency! Reporting massive blaze at the Park.,Fire Force
Emergency! There is violent fight happening at Summit.,Police
Emergency! Need an ambulance at the Stadium - person who fell.,Medical/Hospital
"Emergency! Please send the fire force to Bole Road, there is burning smell.",Fire Force
How are you please,Other
Emergency! Send police immediately to Piazza - harassment in progress.,Police
Emergency medical assistance needed at the local Pharmacy for choking incident.,Medical/Hospital
Emergency! Help! kitchen fire at the Gas Station!,Fire Force
Police emergency! stolen goods at Piazza,Police
Reporting collapsed person at the Main Road.,Medical/Hospital
Police emergency! shooting at Mexico Square,Police
Emergency! Reporting massive blaze at the University campus.,Fire Force
Officer required at Main Road: assault,Police
Officer required at Gerji: violent fight,Police
Emergency! There is fire in the basement happening at the Bus Terminal.,Fire Force
"Hey time check, thanks please",Other
Person with unconscious at Kebele 02,Medical/Hospital
Reporting stabbing at Kazanchis.,Police
Emergency! Send police immediately to the main Factory - violent fight in progress.,Police
Domestic violence with injuries at Piazza,Police
Someone has poisoning at Piazza.,Medical/Hospital
Emergency! Reporting breathing difficulty at the University campus.,Medical/Hospital
Police emergency! riot at an Apartment building,Police
Reporting car theft at Piazza,Police
Emergency! There is stabbing happening at the local Pharmacy.,Police
Emergency! There is transformer fire happening at my Home.,Fire Force
Police emergency! stabbing at Atlas area,Police
Emergency! Reporting poisoning at the Main Road.,Medical/Hospital
Send fire truck to Fire Station: warehouse fire,Fire Force
"Emergency! Please send the fire force to the construction site, there is flames spreading.",Fire Force
Hafuura baafachuu dadhabe Kebele 04,Fire Force
Emergency! heart attack at Gas Station,Medical/Hospital
Emergency! smoke coming from the roof at Summit,Fire Force
Reporting suspicious person at Mexico Square,Police
Emergency! Someone has person not breathing at a back alley.,Medical/Hospital
Need ambulance at Mexico Square - broken leg,Medical/Hospital
Reporting warehouse fire at construction site,Fire Force
Hatte construction site,Police
Need firefighters at Bus Terminal for huge flames,Fire Force
Emergency! There is a person with several injured people at Kebele 02.,Medical/Hospital
Reporting something burning at Kebele 04,Fire Force
Reporting smoke coming from the roof at the Office,Fire Force
Need firefighters at Adama General Hospital for warehouse fire,Fire Force
Emergency! seizure at Mexico Square,Medical/Hospital
Emergency! Someone has head injury at Kebele 02.,Medical/Hospital
Emergency medical assistance needed at Piazza for stroke.,Medical/Hospital
Emergency! Reporting breathing difficulty at the High School.,Medical/Hospital
Emergency! Please send police to Gerji for vandalism.,Police
Officer required at the Office: violent fight.,Police
Please send paramedics to an Apartment building: allergic reaction.,Medical/Hospital
Need ambulance at an Apartment building - overdose,Medical/Hospital
Officer required at Kebele 04: suspicious person,Police
Hi Just hello?,Other
Person with overdose at Kazanchis,Medical/Hospital
"Emergency! Please send the fire force to an Apartment building, there is warehouse fire.",Fire Force
Officer required at Train Station: suspicious person,Police
Send police to Mexico Square - stolen goods in progress,Police
Send fire truck to Kebele 04: kitchen fire,Fire Force
Emergency! Need firefighters at the shopping mall for fire on the balcony.,Fire Force
Emergency! Please send police to the shopping mall for robbery.,Police
Police emergency! violent fight at Gerji.,Police
"Hi, general question",Other
Need firefighters at shopping mall for thick smoke,Fire Force
አደጋ ደረሰ በconstruction site,Medical/Hospital
"Hello Hello, how to use this thanks",Other
URGENT police response needed: suspicious person at the University campus.,Police
Emergency medical assistance needed at Bole Road for choking incident.,Medical/Hospital
Emergency! smoke coming from the roof at Kebele 02,Fire Force
Medical emergency at Gerji: overdose.,Medical/Hospital
Need ambulance at Gerji - head injury,Medical/Hospital
Reporting stolen goods at an Apartment building,Police
Witnessed domestic dispute at the local Pharmacy.,Police
Medical emergency at Kazanchis: breathing difficulty.,Medical/Hospital
Send police to Summit - riot in progress,Police
There is thick smoke happening at Adama Market.,Fire Force
Medical emergency at Mexico Square: head injury.,Medical/Hospital
"No emergency, just how to use this",Other
Send fire truck to Adama General Hospital: chemical fire,Fire Force
Please send paramedics to an Apartment building: fainting,Medical/Hospital
Hey Checking in - how to use this thanks,Other
Emergency! Someone has burn victim at Gerji.,Medical/Hospital
Medical emergency at Adama Market: heart attack.,Medical/Hospital
"Hello, just checking please",Other
Medical emergency at Kebele 02: poisoning,Medical/Hospital
"Hi thank you, thanks please",Other
Please send paramedics to CMC Condominium: seizure,Medical/Hospital
Emergency! warehouse fire at Train Station,Fire Force
"Emergency! Please send the fire force to the High School, there is gas leak.",Fire Force
"Emergency! Please send the fire force to the Stadium, there is brush fire.",Fire Force
Emergency! brush fire at my Home.,Fire Force
Police emergency! violent fight at Central Bank,Police
Need ambulance at the Office - unconscious,Medical/Hospital
ልቤ ይታመማል በan Apartment building,Medical/Hospital
Need firefighters at Gerji for burning smell,Fire Force
Medical emergency! fainting spell at CMC Condominium.,Medical/Hospital
Officer required at the shopping mall: violent fight.,Police
Emergency! bleeding at CMC Condominium,Medical/Hospital
Emergency! inferno at Piazza,Fire Force
Emergency! choking at Bus Terminal,Medical/Hospital
Emergency! overdose at High School,Medical/Hospital
Emergency! Need firefighters at Bole Road for transformer fire.,Fire Force
"Hey Hi, hello world please",Other
Emergency! Please send paramedics to the Hospital gate: person not breathing.,Medical/Hospital
Emergency! allergic reaction at Main Road,Medical/Hospital
"Please send the fire force to the Main Road, there is gas leak.",Fire Force
URGENT: seizure at an Apartment building.,Medical/Hospital
Emergency! Send fire truck to the Central Bank - chemical fire.,Fire Force
URGENT: stroke at a back alley.,Medical/Hospital
Please send paramedics to the Train Station: overdose.,Medical/Hospital
Checking in - testing the app,Other
Quick question: is anyone there,Other
Need firefighters at Adama Market for kitchen fire,Fire Force
Emergency! warehouse fire at an Apartment building,Fire Force
Send fire truck to Adama General Hospital: massive blaze,Fire Force
Emergency! Please send police to Summit for burglary.,Police
Officer required at Adama General Hospital: mugging,Police
Reporting warehouse fire at High School,Fire Force
"Hi, hello world please",Other
Medical emergency at Kebele 02: animal bite,Medical/Hospital
Emergency! There is a person with stroke at the Central Bank.,Medical/Hospital
"Please send the fire force to the Office, there is flames spreading.",Fire Force
Emergency! brush fire at University campus,Fire Force
Emergency! There is a person with woman in labor at the Central Bank.,Medical/Hospital
Send police to Summit - thief in progress,Police
Emergency! Reporting thief at an Apartment building.,Police
Emergency! burn victim at High School,Medical/Hospital
Hey just checking?,Other
Just hello,Other
Just just checking,Other
Need firefighters at Bole Road for massive blaze.,Fire Force
Emergency! Please send police to the Central Bank for domestic dispute.,Police
"Please send the fire force to the Park, there is explosion.",Fire Force
Emergency! animal bite at Main Road,Medical/Hospital
Need police at Train Station for car theft,Police
Need ambulance at Fire Station - poisoning,Medical/Hospital
Fire emergency at Main Road - fire,Fire Force
"Hello No emergency, just good morning please",Other
Need firefighters at Gas Station for huge flames,Fire Force
Hey Quick question: thank you,Other
Reporting kitchen fire at High School,Fire Force
Emergency! Need police at Kazanchis - drug dealing.,Police
Medical emergency at Adama Police Station: allergic reaction,Medical/Hospital
Emergency! Send fire truck to the local Pharmacy - explosion.,Fire Force
URGENT: poisoning at the main Factory.,Medical/Hospital
Quick question: good morning,Other
Police emergency! riot at Summit.,Police
Emergency! Please send police to the Park for shooting.,Police
Person with overdose at Adama General Hospital,Medical/Hospital
"Hello Hello, hello thanks",Other
Police emergency! domestic dispute at the Train Station.,Police
Gargaarsa nan barbaada University campus,Medical/Hospital
Fire emergency at University campus - something burning,Fire Force
Medical emergency at Mexico Square: stroke.,Medical/Hospital
Ibidda Kazanchis,Medical/Hospital
Medical emergency! animal bite at CMC Condominium.,Medical/Hospital
Emergency! transformer fire at High School,Fire Force
"Kitchen fire, burn victim at Adama Police Station",Fire Force
Send police to Train Station - stolen goods in progress,Police
Emergency! heart attack at Central Bank,Medical/Hospital
Medical emergency at High School: fainting,Medical/Hospital
Emergency! Officer required at Bole Road: shooting.,Police
Send fire truck to Central Bank: massive blaze,Fire Force
Emergency! Send police immediately to Mexico Square - suspicious person in progress.,Police
Officer required at Gerji: group with weapons,Police
Emergency! heart attack at Kebele 04,Medical/Hospital
Emergency! Reporting car accident with injuries at the Central Bank.,Medical/Hospital
"Hi No emergency, just how are you please",Other
Medical emergency at the Office: bleeding,Medical/Hospital
Emergency! I see flames spreading at the main Factory.,Fire Force
Need firefighters at High School for massive blaze,Fire Force
Officer required at Adama Market: vandalism,Police
